Date, Tournament, Round, HomeTeam, AwayTeam, Referee, HomeGoals, AwayGoals, HomeShots, AwayShots, HomeTarget, AwayTarget, HomeCorners, AwayCorners, HomeFouls, AwayFouls, HomeYellows, AwayYellows, HomeReds, AwayReds, HomexG, AwayxG, OddsW1, OddsX, OddsW2, OddsOver2.5, OddsUnder2.5, OddsBttsYes, OddsBttsNo, LineCorners, OverCorners, UnderCorners, LineCards, OverCards, UnderCards, LineShots, OverShots, UnderShots, LineTarget, OverTarget, UnderTarget, HomeElo, AwayElo, ApplyHome
2026-03-26, World Cup, Playoff, Bolivia, Surinam, Alireza Faghani, 2, 1, 18, 14, 6, 4, 5, 5, 13, 17, 3, 4, 0, 0, , , 2.40, 3.10, 3.20, 2.63, 1.50, 2.05, 1.70, 8.5, 1.73, 2.00, , , , , , , , , , 1661, 1440, false
2026-03-26, World Cup, Playoff, Nueva Caledonia, Jamaica, Gustavo Tejera, 0, 1, 5, 12, 1, 4, 2, 5, 12, 16, 0, 0, 0, 0, , , 34.00, 13.00, 1.04, 1.22, 4.33, 2.50, 1.50, , , , , , , , , , , , , 1542, 1394, false

2024-07-06, Euro, Quarterfinal, Inglaterra, Suiza, , 1, 1, 9, 8, 1, 2, 3, 2, , , 1, 2, 0, 0, 0.50, 1.18, 2.20, 2.88, 4.00, 2.63, 1.50, 2.10, 1.67, 9.5, 2.10, 1.67, 4.5, 2.10, 1.67,,,,,,, 1976, 1897, false
2024-06-29, Euro, Ro16, Suiza, Italia, , 2, 0, 16, 11, 4, 1, 4, 6, 9, 15, 0, 3, 0, 0, 1.25, 0.73, 3.25, 2.88, 2.55, 2.63, 1.50, 2.10, 1.67, 8.5, 1.67, 2.10, 4.5, 1.80, 1.91,,,,,,, 1851, 1936, false
2024-06-14, Euro, Group Stage, Alemania, Escocia, , 5, 1, 20, 1, 10, 0, 5, 0, 15, 9, 2, 1, 0, 1, 2.15, 0.02, 1.25, 6.00, 12.00, 1.62, 2.30, 2.10, 1.67, 9.5, 2.10, 1.67, 2.5, 1.80, 1.91,,,,,,, 1919, 1769, true
2024-06-15, Euro, Group Stage, Hungría, Suiza, , 1, 3, 6, 15, 2, 7, 2, 6, 9, 13, 2, 2, 0, 0 1.25, 2.33, 4.00, 3.10, 2.10, 2.38, 1.57, 2.10, 1.67, 8.5, 2.00, 1.73, 3.5, 1.67, 2.10,,,,,,,, 1831, 1804, false
2024-06-19, Euro, Group Stage, Alemania, Hungría, Danny Makkelie, 2, 0, 19, 11, 7, 4, 11, 7, 12, 10, 2, 2, 0, 0, 1.40, 1.18, 1.25, 6.25, 11.00, 1.50, 2.62, 1.83, 1.83, 9.5, 1.90, 1.80, 2.5, 1.57, 2.25,,,,,,, 1937, 1791, true
2024-06-10, Euro, Group Stage, Escocia, Hungría, Facundo Tello, 0, 1, 4, 14, 0, 5, 2, 6, 16, 13, 1, 5, 0, 0, 0.17, 1.22, 2.30, 3.90, 2.80, 1.72, 2.10, 1.57, 2.25, 10.5, 2.10, 1.66, 5.5, 1.83, 1.83,,,,,,, 1758, 1776, false
2024-06-23, Euro, Group Stage, Alemania, Suiza, , 1, 1, 18, 4, 3, 3, 9, 2, 12, 14, 3, 1, 0, 0, 1.56, 0.60, 1.50, 4.00, 7.00, 1.91, 1.91, 2.00, 1.73, 8.5, 1.67, 2.10, 3.5, 2.25, 1.57,,,,,,, 1952, 1837, true
2024-06-23, Euro, Group Stage, Escocia, Hungría, , 0, 1, 4, 14, 0, 5, 2, 6, 16, 13, 1, 5, 0, 0, 0.17, 1.22, 2.30, 3.90, 2.80, 1.73, 2.10, 1.57, 2.25, 10.5, 2.10, 1.67, 5.5, 1.83, 1.83,,,,,,, 1758, 1776, false
2024-06-24, Euro, Group Stage, Croacia, Italia, Danny Makkelie, 1, 1, 6, 12, 4, 3, 2, 11, 10, 6, 6, 2, 0, 0, 1.49, 0.90, 3.00, 3.10, 2.50, 2.30, 1.61, 1.90, 1.80, 8.5, 1.66, 2.10, 4.5, 1.90, 1.80,,,,,,, 1913, 1938, false
2024-06-26, Euro, Group Stage, República Checa, Turquía, , 1, 2, 12, 18, 7, 5, 3, 7, 16, 9, 7, 11, 2, 0, 1.62, 1.46, 2.55, 3.30, 2.80, 2.00, 1.80, 1.72, 2.00, 9.5, 1.83, 1.83, 5.5, 2.00, 1.72,,,,,,, 1757, 1760, false
2024-06-22, Euro, Group Stage, Georgia, República Checa, , 1, 1, 5, 27, 1, 12, 5, 11, 12, 17, 4, 5, 0, 0, 1.11, 3.07, 4.75, 3.75, 1.75, 1.80, 2.00, 1.83, 1.83, 8.5, 1.66, 2.10, 3.5, 1.61, 2.20,,,,,,, 1637, 1766, false
2024-06-18, Euro, Group Stage, Portugal, República Checa, , 2, 1, 19, 5, 8, 1, 13, 0, 6, 9, 2, 1, 0, 0, 1.85, 0.43, 1.50, 4.33, 6.25, 1.80, 2.00, 1.83, 1.83, 9.5, 2.10, 1.66, 3.5, 2.10, 1.66,,,,,,, 2002, 1777, false
2024-06-18, Euro, Group Stage, Turquía, Georgia, Facundo Tello, 3, 1, 22, 14, 8, 5, 5, 5, 10, 7, 2, 1, 0, 0, 3.01, 1.37, 1.67, 3.90, 5.00, 1.90, 1.90, 1.83, 1.83, 8.5, 1.72, 2.00, 4.5, 2.00, 1.72,,,,,,, 1749, 1666, false

2024-07-14, Copa America, Final, Argentina, Colombia, Raphael Claus, 0, 0, 7, 14, 3, 4, 4, 4, , , 1, 1, 0, 0, 0.57, 0.76, 2.10, 2.88, 4.75, 2.75, 1.44, 2.25, 1.57, 8.5, 1.83, 1.83, 5.5, 1.80, 1.91,,,,,,, 2150, 2069, false
2024-07-13, Copa America, 3rd Place, Canadá, Uruguay, , 2, 2, 14, 12, 6, 5, 7, 6, 18, 17, 4, 2, 0, 0, 1.90, 1.59, 7.00, 4.50, 1.44, 1.57, 2.38, 1.80, 1.95, 8.5, 1.73, 2.00, 4.5, 1.83, 1.83,,,,,,, 1739, 2002, false
2024-07-10, Copa America, Semifinal, Uruguay, Colombia, César Plazuelos, 0, 1, 11, 11, 2, 4, 4, 3, 11, 13, 3, 5, 1, 1, 0.76, 1.18, 2.70, 2.70, 3.20, 2.75, 1.44, 2.10, 1.67, 7.5, 1.73, 2.00, 5.5, 2.10, 1.67,,,,,,, 2026, 2045, false
2024-07-09, Copa America, Semifinal, Argentina, Canadá, , 2, 0, 11, 9, 3, 2, 2, 2, 5, 15, 1, 3, 0, 0, 2.20, 0.78, 1.33, 5.00, 10.00, 1.80, 2.00, 2.10, 1.67, 8.5, 1.73, 2.00, 4.5, 1.83, 1.83,,,,,,, 2143, 1746, false
2024-07-06, Copa America, Quarterfinal, Colombia, Panamá, Maurizio Mariani, 5, 0, 7, 14, 5, 3, 4, 2, 15, 20, 1, 3, 0, 0, 2.25, 0.52, 1.29, 5.50, 11.00, 1.80, 2.00, 2.25, 1.57, 9.5, 2.00, 1.73, 4.5, 1.91, 1.80,,,,,,, 2029, 1746, false
2024-07-06, Copa America, Quarterfinal, Uruguay, Brasil, Dario Herrera, 0, 0, 12, 7, 1, 3, 6, 2, 26, 15, 2, 2, 1, 0, 0.89, 0.58, 3.10, 2.88, 2.63, 2.75, 1.44, 2.10, 1.67, 8.5, 1.67, 2.10, 5.5, 1.73, 2.00,,,,,,, 2026, 2020, false
2024-07-05, Copa America, Quarterfinal, Venezuela, Canadá, Wilton Sampaio, 1, 1, 15, 16, 3, 7, 7, 3, 7, 13, 1, 2, 0, 0, 0.86, 1.65, 2.63, 3.00, 3.00, 2.50, 1.53, 2.00, 1.75, 9.5, 1.83, 1.83, 4.5, 1.67, 2.10,,,,,,, 1826, 1740, false
2024-07-04, Copa America, Quarterfinal, Argentina, Ecuador, Andres Matonte, 1, 1, 8, 9, 2, 2, 2, 5, 13, 14, 2, 2, 0, 0, 0.87, 1.73, 1.44, 3.90, 10.00, 2.50, 1.53, 2.63, 1.44, 9.5, 1.73, 2.00, 4.5, 1.80, 1.91,,,,,,, 2161, 1852, false
2024-06-30, Copa America, Group Stage, México, Ecuador, , 0, 0, 20, 9, 4, 3, 5, 2, 16, 12, 5, 2, 0, 0, 1.01, 0.40, 2.75, 3.10, 2.70, 2.50, 1.53, 2.00, 1.75, 9.5, 1.83, 1.83, 5.5, 1.72, 2.00,,,,,,, 1779, 1858, false
2024-06-29, Copa America, Group Stage, Canadá, Chile, , 0, 0, 9, 8, 3, 4, 8, 4, 15, 8, 5, 2, 0, 1, 1.08, 0.54, 3.00, 3.25, 2.45, 1.91, 1.91, 1.70, 2.05, 8.5, 1.73, 2.00, 5.5, 2.00, 1.73,,,,,,, 1741, 1722, false
2024-06-26, Copa America, Group Stage, Venezuela, México, , 1, 0, 10, 18, 2, 5, 2, 7, 7, 12, 2, 2, 0, 0, 1.17, 2.88, 3.75, 3.25, 2.10, 2.30, 1.61, 1.95, 1.80, 9.5, 1.83, 1.83, 4.5, 2.10, 1.66,,,,,,, 1778, 1806, false
2024-06-25, Copa America, Group Stage, Perú, Canadá, , 0, 1, 9, 5, 4, 2, 2, 1, 17, 14, 0, 1, 1, 0, 0.81, 1.78, 3.50, 3.20, 2.25, 2.50, 1.53, 2.10, 1.67, 8.5, 1.80, 1.91, 4.5, 1.80, 1.91,,,,,,, 1734, 1716, false
2024-06-22, Copa America, Group Stage, México, Jamaica, , 1, 0, 20, 13, 9, 4, 7, 6, 8, 7, 0, 0, 0, 0, 0.97, 0.51, 1.45, 4.50, 7.00, 1.70, 2.10, 1.90, 1.90, 9.5, 1.83, 1.83, 4.5, 1.83, 1.83,,,,,,, 1791, 1641, false
2024-06-20, Copa America, Group Stage, Argentina, Canadá, , 2, 0, 19, 10, 9, 2, 7, 4, 15, 9, 2, 2, 0, 0, 3.02, 1.16, 1.30, 5.50, 10.00, 1.70, 2.10, 2.10, 1.67, 8.5, 1.73, 2.00, 4.5, 2.10, 1.67,,,,,,, 2145, 1720, false
2024-07-01, Copa America, Group Stage, Estados Unidos, Uruguay, Kevin Ortega, 0, 1, 8, 12, 3, 5, 2, 3, 12, 12, 2, 1, 0, 0, 0.49, 1.53, 2.90, 3.20, 2.55, 2.30, 1.62, 1.95, 1.80, 8.5, 1.67, 2.10, 4.5, 1.83, 1.83,,,,,,, 1761, 2011, true
2024-07-01, Copa America, Group Stage, Bolivia, Panamá, , 1, 3, 7, 13, 4, 6, 2, 1, 17, 8, 2, 1, 0, 0, 0.72, 1.23, 6.25, 4.00, 1.55, 2.00, 1.80, 2.05, 1.70, 8.5, 1.67, 2.10, 4.5, 1.83, 1.83,,,,,,, 1572, 1724, false
2024-06-27, Copa America, Group Stage, Estados Unidos, Panamá, , 1, 2, 13, 6, 4, 3, 3, 0, 19, 4, 3, 2, 1, 1, 0.77, 1.08, 9.00, 4.75, 1.36, 1.91, 1.91, 2.20, 1.62, 9.5, 1.83, 1.83, 4.5, 2.20, 1.62,,,,,,, 1800, 1685, true
2024-06-27, Copa America, Group Stage, Uruguay, Bolivia, , 5, 0, 18, 4, 9, 1, 4, 3, 12, 14, 0, 1, 0, 0, 2.93, 0.06, 1.17, 8.00, 13.00, 1.62, 2.30, 2.63, 1.44, 10.5, 2.00, 1.73, 4.5, 2.00, 1.73,,,,,,, 2003, 1580, false
2024-06-23, Copa America, Group Stage, Estados Unidos, Bolivia, , 2, 0, 20, 6, 8, 3, 7, 1, 8, 17, 1, 3, 0, 0, 2.51, 0.18, 1.18, 6.75, 17.00, 1.57, 2.35, 2.20, 1.62, 9.5, 2.00, 1.73, 3.5, 1.73, 2.00,,,,,,, 1789, 1591, true
2024-06-23, Copa America, Group Stage, Uruguay, Panamá, , 3, 1, 20, 10, 7, 3, 9, 3, 12, 9, 0, 1, 0, 0, 1.55, 0.56, 1.22, 6.00, 15.00, 1.75, 2.05, 2.50, 1.50, 8.5, 1.67, 2.10, 4.5, 2.00, 1.73,,,,,,, 1991, 1697, false
2024-06-24, Copa America, Group Stage, Colombia, Paraguay, , 2, 1, 11, 11, 3, 3, 3, 3, 10, 18, 1, 2, 0, 0, 0.71, 0.81, 1.67, 3.50, 6.00, 2.30, 1.60, 2.10, 1.67, 8.5, 1.83, 1.83, 4.5, 1.67, 2.10,,,,,,, 2014, 1711, false
2024-06-24, Copa America, Group Stage, Brasil, Costa Rica, , 0, 0, 19, 2, 3, 0, 9, 1, 13, 10, 1, 2, 0, 0, 1.71, 0.03, 1.08, 12.00, 21.00, 1.40, 2.88, 3.00, 1.36, 9.5, 1.73, 2.00, 3.5, 1.67, 2.10,,,,,,, 2027, 1619, false
2024-06-28, Copa America, Group Stage, Colombia, Costa Rica, , 3, 0, 17, 5, 5, 0, 4, 2, 19, 14, 2, 1, 0, 0, 2.90, 0.15, 1.29, 5.50, 11.00, 1.80, 2.00, 2.25, 1.57, 8.5, 1.73, 2.00, 4.5, 2.20, 1.62,,,,,,, 2021, 1640, false
2024-06-28, Copa America, Group Stage, Paraguay, Brasil, , 1, 4, 15, 17, 6, 6, 4, 6, 12, 13, 2, 3, 1, 0, 0.87, 3.74, 11.00, 5.25, 1.30, 1.80, 2.00, 2.20, 1.62, 9.5, 1.83, 1.83, 4.5, 1.91, 1.80,,,,,,, 1704, 2006, false
2024-07-02, Copa America, Group Stage, Brasil, Colombia, , 1, 1, 7, 13, 3, 6, 6, 5, 14, 19, 3, 2, 0, 0, 0.29, 1.45, 1.95, 3.25, 4.33, 2.30, 1.62, 2.00, 1.75, 9.5, 1.83, 1.83, 4.5, 1.80, 1.91,,,,,,, 2019, 2030, false
2024-07-02, Copa America, Group Stage, Costa Rica, Paraguay, , 2, 1, 2, 17, 2, 6, 1, 6, 11, 17, 3, 3, 0, 0, 0.40, 1.20, 4.33, 3.50, 1.85, 2.10, 1.73, 1.95, 1.80, 8.5, 1.80, 1.91, 4.5, 2.00, 1.73,,,,,,, 1631, 1691, false
2024-02-10, Asian Cup, Final, Catar, Jordania, , 3, 1, 8, 16, 7, 6, 6, 7, 15, 14, 2, 4, 0, 0, 2.50, 1.86, 2.10, 3.20, 3.80,,,,,,,,,,,,,,,,, 1601, 1627, true
2024-02-07, Asian Cup, Semifinal, Catar, Irán, , 3, 2, 15, 23, 8, 5, 1, 12, 11, 9, 2, 2, 0, 1, 1.45, 4.44, 1.73, 3.40, 5.50,,,,,,,,,,,,,,,,, 1564, 1853, true
2024-02-06, Asian Cup, Semifinal, Jordania, Corea del Sur, , 2, 0, 17, 8, 7, 0, 5, 6, 4, 11, 2, 3, 0, 0, 2.34, 1.32, 6.50, 4.00, 1.53,,,,,,,,,,,,,,,,, 1569, 1788, false
2024-02-03, Asian Cup, Quarterfinal, Catar, Uzbekistán, , 1, 1, 5, 14, 3, 4, 1, 7, , , 3, 2, 0, 0, , , 2.55, 3.00, 3.10,,,,,,,,,,,,,,,,, 1564, 1663, true
2024-02-03, Asian Cup, Quarterfinal, Irán, Japón, , 2, 1, 17, 8, 4, 2, 3, 3, 15, 12, 0, 2, 0, 0, 1.81, 0.79, 4.20, 3.60, 1.85,,,,,,,,,,,,,,,,, 1826, 1880, false
2024-02-02, Asian Cup, Quarterfinal, Tayikistán, Jordania, , 0, 1, 12, 10, 2, 2, 3, 6, 13, 11, 1, 3, 0, 0, 1.17, 0.65, 4.33, 3.10, 2.00,,,,,,,,,,,,,,,,, 1401, 1554, false
2024-02-02, Asian Cup, Quarterfinal, Australia, Corea del Sur, , 1, 1, 13, 3, 5, 3, 2, 6, , , 1, 1, 0, 0, , , 3.40, 3.10, 2.30,,,,,,,,,,,,,,,,, 1791, 1761, false
2024-01-31, Asian Cup, Ro16, Irán, Siria, , 1, 1, 17, 9, 12, 4, 6, 2, , , 6, 2, 1, 0, , , 1.33, 5.25, 9.00,,,,,,,,,,,,,,,,, 1845, 1439, false
2024-01-31, Asian Cup, Ro16, Baréin, Japón, , 1, 3, 7, 13, 2, 5, 1, 7, 5, 14, 2, 1, 0, 0, 0.26, 1.75, 12.00, 6.00, 1.22,,,,,,,,,,,,,,,,, 1466, 1873, false
2024-01-30, Asian Cup, Ro16, Uzbekistán, Tailandia, , 2, 1, 13, 8, 5, 3, 4, 6, 9, 6, 1, 0, 0, 0, 1.53, 0.64, 1.62, 4.00, 5.25,,,,,,,,,,,,,,,,, 1652, 1433, false
2024-01-30, Asian Cup, Ro16, Arabia Saudita, Corea del Sur, , 1, 1, 12, 15, 3, 6, 4, 9, , , 1, 1, 0, 0, , , 4.20, 3.75, 1.80,,,,,,,,,,,,,,,,, 1605, 1772, false
2024-01-29, Asian Cup, Ro16, Catar, Palestina, , 2, 1, 9, 11, 3, 5, 4, 6, 11, 15, 0, 3, 0, 0, 0.99, 0.71, 1.50, 4.00, 7.50,,,,,,,,,,,,,,,,, 1554, 1422, true
2024-01-29, Asian Cup, Ro16, Iraq, Jordania, , 2, 3, 14, 18, 5, 8, 8, 7, 4, 5, 2, 3, 1, 1, 0.87, 2.03, 2.20, 3.25, 3.40,,,,,,,,,,,,,,,,, 1674, 1519, false
2024-01-28, Asian Cup, Ro16, Tayikistán, Emiratos Árabes Unidos, , 1, 1, 14, 15, 5, 5, 10, 9, , , 0, 2, 0, 0, , , 5.00, 3.30, 1.80,,,,,,,,,,,,,,,,, 1493, 1509, false
2024-01-28, Asian Cup, Ro16, Australia, Indonesia, , 4, 0, 7, 5, 4, 1, 5, 1, 10, 11, 2, 4, 0, 0, 1.05, 0.50, 1.20, 6.50, 15.00,,,,,,,,,,,,,,,,, 1786, 1284, false
2024-01-12, Asian Cup, Group Stage, Catar, Líbano, , 3, 0, 16, 9, 5, 5, 4, 3, 9, 9, 2, 2, 0, 0, 0.76, 0.51, 1.33, 4.75, 9.50,,,,,,,,,,,,,,,,, 1520, 1309, true
2024-01-12, Asian Cup, Group Stage, China, Tayikistán, , 0, 0, 10, 20, 2, 2, 4, 4, 20, 12, 1, 2, 0, 0, 0.52, 0.87, 2.05, 2.90, 4.20,,,,,,,,,,,,,,,,, 1434, 1379, false
2024-01-17, Asian Cup, Group Stage, Líbano, China, , 0, 0, 12, 15, 5, 7, 3, 8, 14, 8, 0, 1, 0, 0, 1.18, 1.65, 3.00, 3.00, 2.60,,,,,,,,,,,,,,,,, 1296, 1430, false
2024-01-17, Asian Cup, Group Stage, Catar, Tayikistán, , 1, 0, 12, 5, 6, 3, 3, 7, 19, 22, 3, 3, 0, 1, 2.06, 0.16, 1.36, 4.50, 9.00,,,,,,,,,,,,,,,,, 1533, 1383, true
2024-01-22, Asian Cup, Group Stage, Catar, China, , 1, 0, 10, 10, 1, 2, 6, 6, 8, 12, 3, 0, 0, 0, 0.71, 1.34, 2.20, 3.10, 3.50,,,,,,,,,,,,,,,,, 1543, 1421, true
2024-01-22, Asian Cup, Group Stage, Tayikistán, Líbano, , 2, 1, 17, 14, 4, 6, 6, 5, 14, 18, 3, 2, 0, 1, 0.61, 1.15, 2.10, 3.10, 4.00,,,,,,,,,,,,,,,,, 1373, 1305, false
2024-01-25, Asian Cup, Group Stage, Corea del Sur, Malasia, , 3, 3, 18, 7, 7, 4, 20, 0, 5, 13, 1, 0, 0, 0, 2.26, 1.27, 1.12, 8.50, 23.00,,,,,,,,,,,,,,,,, 1795, 1267, false
2024-01-20, Asian Cup, Group Stage, Jordania, Corea del Sur, , 2, 2, 12, 23, 4, 7, 6, 3, 16, 10, 3, 2, 0, 0, 0.63, 3.06, 10.00, 5.00, 1.30,,,,,,,,,,,,,,,,, 1535, 1812, false
2024-01-15, Asian Cup, Group Stage, Corea del Sur, Baréin, , 3, 1, 14, 9, 5, 2, 4, 1, 17, 8, 5, 2, 0, 0, 1.84, 1.27, 1.20, 7.00, 15.00,,,,,,,,,,,,,,,,, 1804, 1425, false

2026-01-18, Africa Cup of Nations, Final, Marruecos, Senegal, , 0, 1, 8, 12, 4, 2, 6, 8, 16, 9, 4, 1, 0, 0, , , 2.25, 2.80, 4.00, 3.40, 1.33, 2.50, 1.50, 8.5, 1.73, 2.00, 4.5, 1.83, 1.83,,,,,,, 1838, 1838, true
2026-01-14, Africa Cup of Nations, Semifinal, Marruecos, Nigeria, , 0, 0, 11, 2, 3, 1, 4, 0, 17, 25, 0, 2, 0, 0, , , 2.20, 2.88, 3.80, 2.30, 1.60, 1.91, 1.80, 8.5, 1.83, 1.83, 4.5, 1.67, 2.10,,,,,,, 1852, 1731, true
2026-01-09, Africa Cup of Nations, Quarterfinal, Camerún, Marruecos, , 0, 2, 5, 9, 0, 3, 4, 7, 19, 24, 2, 2, 0, 0, , , 7.50, 4.00, 1.48, 2.05, 1.75, 2.25, 1.57, 9.5, 1.91, 1.80, 4.5, 1.91, 1.80,,,,,,, 1842, 1616, true
2026-01-04, Africa Cup of Nations, Ro16, Marruecos, Tanzania, , 1, 0, 12, 4, 4, 1, 4, 0, 12, 19, 1, 5, 0, 0, , , 1.13, 8.00, 21.00, 1.70, 2.10, 3.00, 1.36, 8.5, 1.73, 2.00, 3.5, 1.67, 2.10,,,,,,, 1840, 1342, true
2026-01-04, Africa Cup of Nations, Ro16, Sudáfrica, Camerún, , 1, 2, 18, 10, 4, 4, 6, 3, 14, 13, 5, 2, 0, 0, , , 3.50, 2.80, 2.45, 2.70, 1.44, 2.10, 1.66, , , , , , , , , , , , , 1550, 1596, false
2025-12-21, Africa Cup of Nations, Group Stage, Marruecos, Comoras, , 2, 0, 16, 4, 7, 2, 5, 0, 10, 12, 3, 1, 0, 0, , , 1.14, 7.50, 21.00, 1.65, 2.20, 3.25, 1.33, 8.5, 1.67, 2.10, 3.5, 2.25, 1.57,,,,,,, 1854, 1360, true
2025-12-26, Africa Cup of Nations, Group Stage, Marruecos, Mali, , 1, 1, 15, 5, 4, 1, 6, 0, 15, 22, 1, 8, 0, 0, , , 1.48, 3.80, 8.00, 2.20, 1.65, 2.25, 1.57, 9.5, 2.10, 1.67, 3.5, 1.80, 1.91,,,,,,, 1856, 1634, true
2025-12-29, Africa Cup of Nations, Group Stage, Marruecos, Zambia, , 3, 0, 19, 5, 0, 9, 5, 1, 12, 23, 1, 4, 0, 1, , , 1.18, 7.00, 15.00, 1.75, 2.05, 2.75, 1.40, 8.5, 1.67, 2.10, 3.5, 1.73, 2.00,,,,,,, 1837, 1374, true
2025-12-29, Africa Cup of Nations, Group Stage, Zimbabue, Sudáfrica, , 2, 3, 10, 16, 3, 9, 3, 3, 14, 11, 1, 1, 0, 0, , , 5.75, 3.50, 1.66, 2.30, 1.60, 2.25, 1.57, , , , , , , , , , , , , 1355, 1537, false
2025-12-26, Africa Cup of Nations, Group Stage, Egipto, Sudáfrica, , 1, 0, 6, 18, 3, 6, 4, 7, 25, 16, 2, 3, 1, 0, , , 2.05, 2.90, 4.33, 2.40, 1.53, 2.10, 1.66, , , , , , , , , , , , , 1608, 1558, false
2025-12-22, Africa Cup of Nations, Group Stage, Sudáfrica, Angola, , 2, 1, 10, 10, 4, 4, 1, 9, 17, 23, 2, 2, 0, 0, , , 2.80, 2.63, 3.20, 3.10, 1.36, 2.25, 1.57, , , , , , , , , , , , , 1530, 1577, false
2024-06-06, Africa Cup Qualifier, , Marruecos, Gabón, , 4, 1, 17, 16, 6, 7, 1, 3, 19, 19, 1, 0, 0, 0, 3.83, 4.52, 1.25, 5.00, 12.00,,,,,,,,,,,,,,,,, 1773, 1435, true
2024-06-09, Africa Cup Qualifier, , Marruecos, Lesoto, , 1, 0, 15, 2, 5, 1, 11, 0, 7, 22, 0, 2, 0, 0, 1.49, 0.12, 1.13, 7.50, 17.00,,,,,,,,,,,,,,,,, 1778, 1205, true
2024-10-12, Africa Cup Qualifier, , Marruecos, República Centroafricana, , 5, 0, 15, 9, 7, 1, 2, 2, 14, 20, 2, 2, 0, 0, 3.19, 1.02, 1.10, 8.50, 26.00,,,,,,,,,,,,,,,,, 1779, 1331, true
2024-10-15, Africa Cup Qualifier, , Marruecos, República Centroafricana, , 4, 0, 17, 5, 8, 0, 6, 3, 15, 12, 2, 1, 0, 0, 2.84, 0.29, 1.14, 8.00, 11.00,,,,,,,,,,,,,,,,, 1782, 1328, true
2024-11-15, Africa Cup Qualifier, , Gabón, Marruecos, , 1, 5, 11, 15, 4, 5, 7, 10, 13, 11, 4, 2, 0, 0, 0.87, 2.75, ,,,,,,,,,,,,,,,,,,, 1444, 1785, true
2024-11-18, Africa Cup Qualifier, , Marruecos, Lesoto, , 7, 0, 21, 3, 7, 1, 6, 1, 10, 13, 0, 4, 0, 0, 3.19, 0.28, 1.04, 17.00, 26.00,,,,,,,,,,,,,,,,, 1800, 1232, true
2024-11-19, Africa Cup Qualifier, , Sudáfrica, Sudán del Sur, , 3, 0, 23, 3, 10, 1, 10, 0 , 7, 4, 0, 0, 0, 0, 3.59, 0.45, 1.27, 4.20, 11.00, 1.75, 2.00, 2.65, 1.38,,,,,,,,,,,,, 1573, 1124, true
2024-11-15, Africa Cup Qualifier, , Uganda, Sudáfrica, , 0, 2, 5, 11, 0, 2, 1, 2, 9, 11, 1, 0, 0, 0, 0.27, 0.33, 2.80, 2.87, 2.45, 3.00, 1.35, 2.25, 1.53,,,,,,,,,,,,, 1403, 1547, true
2024-10-15, Africa Cup Qualifier, , Congo, Sudáfrica, , 1, 1, 14, 15, 3, 4, 6, 6, 16, 12, 2, 1, 0, 0, 1.04, 1.48, 4.50, 3.25, 1.70, 2.15, 1.65, 2.00, 1.67,,,,,,,,,,,,, 1254, 1558, true
2024-10-11, Africa Cup Qualifier, , Sudáfrica, Congo, , 5, 0, 13, 10, 8, 4, 4, 3, 17, 10, 3, 0, 0, 0, 1.91, 0.84, 1.33, 4.33, 8.50, 2.00, 1.77, 2.15, 1.57,,,,,,,,,,,,, 1550, 1262, true
2024-09-10, Africa Cup Qualifier, , Sudán del Sur, Sudáfrica, , 2, 3, 6, 22, 3, 9, 1, 8, 11, 8, 1, 2, 0, 0, 1.50, 3.49, 7.50, 3.00, 1.55, 2.75, 1.42, 2.65, 1.38,,,,,,,,,,,,, 1119, 1545, true
2024-09-06, Africa Cup Qualifier, , Sudáfrica, Uganda, , 2, 2, 18, 6, 7, 3, 6, 5, 10, 14, 3, 2, 0, 0, 2.55, 0.11, 1.53, 3.60, 5.75, 2.63, 1.45, 2.55, 1.42,,,,,,,,,,,,, 1559, 1361, true
2024-02-10, Africa Cup of Nations, 3rd Place, Sudáfrica, RD Congo, , 0, 0, 6, 13, 3, 3, 2, 1, 7, 13, 0, 1, 0, 0, , , 3.30, 3.20, 2.30, 2.05, 1.75, 1.77, 1.95,,,,,,,,,,,,, 1580, 1527, false
2024-02-07, Africa Cup of Nations, Semifinal, Nigeria, Sudáfrica, Amin Omar, 1, 1, 8, 13, 3, 5, 4, 2, , , 0, 0, 0, 0, , , 1.60, 3.60, 6.50, 2.70, 1.45, 2.45, 1.48,,,,,,,,,,,,, 1662, 1572, false
2024-02-03, Africa Cup of Nations, Quarterfinal, Cabo Verde, Sudáfrica, , 0, 0, 19, 10, 2, 3, 9, 1, , , 1, 0, 0, 0, , , 2.80, 2.87, 2.90, 2.55, 1.50, 2.05, 1.70,,,,,,,,,,,,, 1558, 1575, false
2024-01-30, Africa Cup of Nations, Ro16, Marruecos, Sudáfrica, , 0, 2, 13, 5, 2, 3, 6, 2, 12, 17, 1, 3, 1, 0, , , 1.60, 3.80, 6.50, 2.40, 1.55, 2.50, 1.48,,,,,,,,,,,,, 1838, 1510, false
2024-01-24, Africa Cup of Nations, Group Stage, Sudáfrica, Túnez, , 0, 0, 11, 11, 2, 2, 5, 6, 13, 9, 0, 0, 0, 0, , , 4.00, 2.87, 2.20, 2.15, 1.67, 1.90, 1.80,,,,,,,,,,,,, 1498, 1686, false
